hasPassword,brandPresent,domainMismatch,domainLength,domainAge,specialCharCount,hasSensitiveField,numInputs,hasFileUpload,hasOTPField,label
0,0,0,10,12,0,0,6,0,0,1
1,1,0,13,3990,1,0,3,0,0,0
0,0,1,13,17,0,0,4,0,0,1
1,1,1,8,50,3,0,6,0,0,1
1,1,1,18,1507,3,0,6,0,0,1
1,1,0,12,3024,1,1,2,0,0,0
0,0,0,11,2952,1,0,3,0,0,0
0,0,0,7,81,0,0,1,0,0,0
0,0,0,5,146,0,0,3,0,0,0
1,1,0,6,2179,0,0,3,0,0,0
0,1,1,10,35,0,1,9,1,0,1
0,1,0,13,30,2,1,5,0,0,1
0,0,1,7,92,3,0,1,0,0,1
1,1,0,10,1308,0,0,4,0,0,0
0,0,0,13,2790,0,0,2,0,1,1
0,0,1,14,135,4,1,4,0,0,1
1,1,0,17,3199,2,1,14,0,0,0
0,1,0,16,2341,1,1,8,0,0,0
0,1,0,17,3588,0,1,8,0,0,0
0,0,0,9,2693,2,0,5,0,1,1
0,0,0,5,4997,0,1,2,0,0,0
0,0,0,11,17,3,1,8,0,0,1
0,1,0,6,425,1,1,5,0,1,0
1,1,0,6,1506,1,0,4,0,0,0
1,1,0,8,3336,1,1,6,0,0,0
0,1,0,7,2843,2,1,8,0,1,0
0,1,0,17,1316,1,1,6,0,1,0
1,0,0,10,22,0,1,14,0,0,0
0,0,1,19,367,5,0,9,1,0,1
0,0,1,15,22,3,1,1,1,0,1
0,0,1,12,52,0,0,10,0,0,1
1,1,0,13,192,0,0,5,0,0,0
0,0,0,16,112,7,1,9,0,0,1
0,0,0,15,1293,1,1,13,0,1,0
0,1,0,12,4814,0,1,5,0,0,0
0,1,1,13,69,4,1,2,1,0,1
0,1,0,14,3458,2,1,6,0,1,0
0,1,1,10,102,6,0,3,0,0,1
0,1,0,12,1269,0,1,12,0,0,0
1,1,0,8,1205,0,0,4,0,0,0
1,1,0,16,25,0,0,4,0,0,0
0,1,1,7,119,6,1,6,1,0,1
0,0,0,12,2625,0,1,7,0,1,0
0,1,1,9,8,3,1,2,0,0,1
0,0,1,10,107,0,1,1,0,0,1
0,1,0,10,109,1,1,9,0,0,0
1,1,1,16,140,5,0,6,0,0,1
0,1,1,14,45,0,1,8,0,0,1
1,0,1,17,90,0,0,7,0,0,1
0,0,1,9,53,3,0,2,0,1,1
0,0,0,12,76,0,1,2,0,0,0
0,1,0,13,802,0,1,9,0,0,0
1,1,1,13,2304,2,1,11,0,0,0
1,0,1,5,146,6,0,4,0,0,1
1,1,1,4,69,6,0,7,0,0,1
0,1,0,12,2022,1,1,4,0,1,0
0,1,0,16,3594,0,1,9,0,0,0
0,1,0,13,2928,1,1,5,0,0,0
1,1,0,19,1454,1,0,2,0,0,0
0,0,1,12,55,0,1,7,1,0,1
1,1,0,17,397,0,0,6,0,0,0
1,1,0,14,43,2,0,7,0,0,1
0,1,0,6,984,1,1,5,0,1,0
0,0,0,13,2915,0,0,10,0,0,0
0,1,0,12,15,0,1,6,0,1,0
0,1,0,12,633,1,1,4,0,1,0
0,1,0,20,76,1,1,5,0,1,0
0,0,0,10,3655,1,1,3,0,0,0
1,1,0,13,1904,1,0,6,0,0,0
0,1,1,7,118,0,1,6,0,0,1
1,1,1,11,2798,6,0,7,0,0,1
1,1,0,16,4816,0,0,3,0,0,0
0,1,0,17,142,1,1,3,0,1,0
0,1,0,19,2811,0,1,3,0,1,0
1,0,0,14,2281,2,1,14,0,1,0
0,1,0,11,2413,1,1,4,0,1,0
0,1,1,8,100,4,0,5,0,0,1
1,0,1,12,28,5,0,5,0,0,1
1,1,0,11,64,6,0,7,0,0,1
0,1,0,8,155,0,1,9,0,0,0
0,0,0,12,1242,1,0,1,0,0,0
1,1,0,8,4276,1,0,2,0,0,0
0,1,1,7,727,3,0,4,0,1,1
0,0,1,9,13,0,0,5,0,1,1
1,0,1,20,2767,2,0,6,0,0,1
0,0,0,14,12,1,1,8,0,0,0
0,1,0,18,1757,1,1,9,0,0,0
0,0,0,13,1391,0,0,2,0,0,0
0,1,0,16,432,1,1,3,0,0,0
0,1,0,7,67,0,1,5,0,0,1
1,1,0,19,2005,1,1,2,0,0,0
0,0,0,18,2203,0,0,9,0,0,0
0,1,0,14,157,0,1,14,0,1,0
0,0,1,15,56,4,1,7,0,0,1
1,0,0,12,54,2,1,11,0,0,0
0,1,0,15,2795,0,1,5,0,1,0
0,1,0,9,190,1,1,6,0,1,0
0,1,0,13,2757,0,1,11,0,1,0
0,1,0,14,1617,1,1,10,0,0,0
0,1,0,9,2313,0,1,4,0,0,0
0,1,1,10,32,7,1,7,1,0,1
0,1,0,11,4410,3,1,5,0,0,0
0,1,0,6,1522,1,1,14,0,1,0
0,1,0,6,3856,1,1,3,0,1,0
0,1,1,12,88,5,0,3,0,1,1
0,1,0,18,576,2,1,7,0,1,0
0,0,1,5,117,0,0,4,0,1,1
0,1,0,16,3985,0,1,4,0,0,0
1,1,0,14,1874,0,0,2,0,0,0
1,1,1,17,42,3,0,3,0,0,1
0,0,0,14,1665,1,0,2,0,0,0
0,1,1,10,137,4,1,6,0,0,1
0,1,0,14,4399,1,1,3,0,0,0
0,0,0,14,1059,1,0,3,0,0,0
1,1,0,7,91,1,1,9,0,0,0
1,1,0,13,2028,0,0,3,0,0,0
0,0,1,14,23,0,0,8,1,0,1
0,1,0,18,4762,0,1,3,0,0,0
0,0,1,11,70,3,1,3,0,0,1
0,1,0,16,1158,1,1,4,0,0,0
0,1,0,9,15,3,0,2,0,1,1
0,0,1,4,44,4,1,3,0,0,1
1,0,0,8,3316,1,1,6,0,1,0
0,0,1,11,86,4,1,9,1,0,1
0,0,1,15,1359,0,0,5,0,1,1
0,1,1,13,49,5,1,3,0,0,1
1,1,0,11,1999,1,0,12,0,0,0
1,0,1,17,58,4,0,2,0,0,1
1,0,0,15,2654,1,1,11,0,0,0
0,1,1,17,24,1,0,5,0,1,1
0,1,1,6,145,3,1,8,0,0,1
0,1,0,19,19,3,1,3,0,1,0
0,1,1,12,78,3,1,1,0,0,1
0,0,0,5,917,0,0,2,0,0,0
0,0,1,15,42,2,0,3,0,1,1
0,0,1,20,2855,6,0,6,0,0,1
1,0,0,5,2053,0,1,10,0,1,0
1,1,0,11,2358,1,1,3,0,0,0
0,1,1,19,47,5,0,5,0,0,1
0,1,1,15,106,2,0,7,1,0,1
0,1,0,20,26,0,1,4,0,0,0
0,1,1,4,97,6,1,1,0,0,1
0,1,0,15,3083,1,1,5,0,1,0
0,1,0,4,4540,0,1,4,0,1,0
0,0,0,12,4250,1,0,2,0,0,0
0,0,1,12,870,2,1,6,1,0,1
1,0,1,19,3957,1,1,13,0,1,0
0,0,1,8,55,4,1,4,0,0,1
0,0,1,13,12,4,0,5,0,0,1
1,1,0,8,63,1,0,4,0,0,0
0,0,0,17,1605,0,1,14,0,0,0
0,0,1,12,482,0,0,3,0,1,1
1,0,1,17,20,2,0,7,0,0,1
1,0,0,16,2659,2,1,11,0,1,0
0,1,0,7,3662,0,1,4,0,0,0
0,0,0,6,14,2,0,2,0,0,1
0,0,0,14,58,1,0,2,0,1,1
0,1,1,18,1134,5,0,4,0,1,1
0,0,0,11,1949,0,1,7,0,1,0
1,1,0,8,184,1,1,7,0,0,0
0,1,0,16,3283,0,1,6,0,1,0
1,1,0,18,131,2,0,4,0,0,0
1,0,1,7,1497,5,0,3,0,0,1
0,1,0,14,1678,1,1,5,0,0,0
0,1,0,4,3365,0,1,5,0,1,0
0,1,0,10,675,3,1,3,0,0,0
0,0,0,11,4881,0,1,2,0,0,0
0,0,1,16,18,5,1,7,0,0,1
0,1,0,13,3447,1,1,4,0,0,0
0,0,1,8,1223,3,1,3,0,0,1
0,1,0,14,1404,1,1,12,0,0,0
1,1,0,13,3314,1,1,2,0,0,0
1,0,1,11,2546,5,0,3,0,0,1
1,1,0,12,4011,1,0,2,0,0,0
1,0,0,17,343,1,1,12,0,1,0
0,1,1,9,105,1,0,3,0,1,1
0,0,0,18,245,3,1,7,0,1,0
0,0,0,9,516,1,0,11,0,0,0
1,1,1,9,99,1,1,14,0,1,0
0,1,0,7,4477,1,1,7,0,1,0
0,0,0,13,3876,1,1,1,0,0,0
1,0,1,8,122,2,0,4,0,0,1
0,1,0,13,3996,1,1,6,0,0,0
0,1,1,14,3200,0,1,4,0,0,0
0,0,0,12,3692,0,1,10,0,0,0
0,0,1,14,76,5,0,8,0,0,1
0,1,0,13,3018,1,1,4,0,1,0
0,0,0,8,1793,1,0,2,0,0,0
1,1,0,18,2073,0,1,10,0,1,0
1,1,0,13,10,1,0,2,0,0,0
1,1,1,11,66,2,0,1,0,0,1
0,0,0,12,2345,2,1,10,0,0,1
1,0,1,13,168,0,0,4,0,0,1
1,1,0,12,2980,0,1,3,0,0,0
0,1,0,19,4106,1,1,6,0,1,0
0,0,0,11,2944,1,0,2,0,0,0
0,1,1,14,50,0,0,8,1,0,1
1,0,1,13,2897,5,0,3,0,0,1
0,0,0,13,155,3,1,2,0,0,1
0,1,0,9,29,2,0,7,0,0,1
0,1,0,14,2234,1,1,5,0,1,0
1,1,0,18,2652,1,1,4,0,0,0
0,0,0,14,885,4,0,3,0,1,1
0,1,1,12,66,3,1,4,0,0,1
1,1,0,11,190,0,1,3,0,0,0
0,0,1,7,104,2,1,5,1,0,1
0,0,0,10,43,6,1,10,1,0,1
0,1,0,15,1258,0,1,3,0,0,0
1,0,0,10,2736,2,1,10,0,1,0
0,0,1,10,813,1,0,5,0,1,1
1,1,0,20,2081,0,0,3,0,0,0
0,1,0,9,2276,0,1,8,0,1,0
0,0,0,12,1949,1,1,7,0,1,0
0,1,1,15,3005,1,1,3,0,1,0
1,1,1,11,75,2,1,10,0,1,0
0,0,1,9,2133,0,1,8,1,0,1
0,0,0,8,4651,1,0,6,0,0,0
0,1,0,14,49,4,1,8,0,0,1
0,0,1,11,1503,4,1,3,0,0,1
0,0,1,16,75,4,1,3,0,0,1
1,1,0,8,531,1,0,4,0,0,0
0,0,1,11,491,4,0,5,0,0,1
0,1,1,11,94,0,0,4,0,1,1
1,1,1,9,17,0,0,3,0,0,1
0,1,1,13,54,1,0,2,0,1,1
0,1,1,11,34,3,0,3,0,1,1
0,1,0,14,2623,0,1,3,0,0,0
0,1,0,16,2765,1,1,11,0,0,0
0,0,1,13,114,1,0,4,0,1,1
1,0,0,6,514,0,1,8,0,1,0
1,1,1,17,738,6,0,5,0,0,1
0,0,0,9,632,0,0,3,0,0,0
0,0,1,14,45,4,0,5,0,1,1
0,0,1,10,79,5,1,7,0,0,1
0,1,0,10,2144,1,1,6,0,1,0
0,0,1,14,561,2,0,2,0,1,1
1,1,1,13,1291,1,0,4,0,0,0
1,1,0,6,156,0,0,3,0,0,0
0,1,1,5,63,3,0,7,1,0,1
0,1,0,14,2438,1,1,9,0,1,0
0,0,0,10,4245,1,1,1,0,0,0
0,0,1,12,25,5,1,3,0,0,1
1,0,1,7,166,0,0,7,0,0,1
0,1,0,12,10,7,1,9,1,0,1
0,0,1,13,108,4,0,3,0,1,1
0,1,1,14,31,1,0,2,0,1,1
1,1,1,9,5,0,0,3,0,0,1
0,0,0,4,194,1,1,11,0,0,0
0,0,0,15,3877,1,0,2,0,0,0
0,0,0,15,1393,0,1,12,0,0,0
0,0,0,16,2182,0,0,6,0,0,0
0,1,0,10,607,0,1,3,0,0,0
1,1,1,15,16,0,0,1,0,0,1
0,1,1,20,28,5,0,5,0,1,1
0,0,1,9,707,5,1,4,0,0,1
0,0,0,16,1588,0,0,1,0,0,0
1,1,0,15,196,1,1,6,0,0,0
1,1,0,12,4939,1,0,2,0,0,0
0,0,0,11,2821,1,1,1,0,0,0
1,0,1,17,164,5,0,4,0,0,1
0,0,0,6,38,1,0,2,0,0,0
0,1,0,10,3178,1,1,9,0,0,0
1,0,0,6,3063,1,1,13,0,1,0
0,0,0,11,841,1,0,3,0,0,0
1,1,0,5,119,4,0,3,0,0,1
0,1,0,10,2303,2,1,4,1,0,1
0,1,0,15,1145,1,1,3,0,1,0
1,1,0,19,2235,1,0,2,0,0,0
1,1,0,6,1108,0,0,12,0,0,0
0,1,0,19,3117,1,1,4,0,0,0
0,1,1,13,2359,4,0,4,0,1,1
1,1,0,6,97,0,1,2,0,0,0
0,1,0,8,3285,1,1,6,0,0,0
0,1,0,12,2116,1,1,9,0,1,0
1,1,0,13,51,2,0,3,0,0,1
0,0,0,8,3473,3,0,3,0,0,0
1,1,0,14,945,1,0,3,0,0,0
0,1,0,16,4834,0,1,6,0,1,0
0,1,0,15,4401,3,1,3,0,0,0
0,1,0,7,3326,2,1,6,0,1,0
0,0,1,16,63,0,0,3,0,1,1
1,1,0,6,1846,1,0,2,0,0,0
0,0,0,16,40,6,1,3,0,0,1
1,1,1,14,81,3,0,5,0,0,1
1,1,0,8,1227,1,1,3,0,0,0
1,1,0,16,152,0,1,9,0,0,0
0,1,0,12,3489,0,1,5,0,1,0
0,1,0,19,4393,1,1,3,0,1,0
0,0,1,11,154,7,0,7,0,0,1
1,0,1,13,154,6,0,5,0,0,1
0,1,0,8,3277,1,1,5,0,0,0
1,1,0,12,282,0,1,13,0,0,0
0,1,0,19,3583,0,1,8,0,1,0
0,0,0,13,589,2,1,6,0,0,0
0,0,1,16,947,4,0,8,0,0,1
0,0,0,9,60,4,1,5,0,0,1
0,0,1,20,47,3,1,10,1,0,1
0,0,1,18,101,5,1,7,0,0,1
1,1,1,12,2521,6,0,3,0,0,1
1,1,0,13,2553,0,1,3,0,0,0
1,1,0,16,894,1,1,7,0,0,0
0,0,0,9,1905,1,0,11,0,0,0
0,0,1,14,27,6,1,2,1,0,1
0,1,1,15,119,1,0,3,0,1,1
0,0,0,17,3822,1,0,2,0,0,0
0,1,0,12,61,0,1,7,0,1,0
0,1,0,10,2840,0,1,9,0,0,0
0,0,1,15,87,3,1,2,0,0,1
0,0,1,11,17,2,0,1,0,1,1
1,0,0,10,3264,1,1,7,0,1,0
1,0,1,8,178,2,0,3,0,0,1
0,1,1,11,91,2,1,3,0,0,1
0,1,0,16,47,0,1,4,0,1,0
0,1,1,16,106,0,0,1,0,1,1
1,1,0,18,4899,1,0,6,0,0,0
1,0,1,11,97,0,0,3,0,0,1
0,0,1,12,186,5,1,2,0,0,1
0,1,0,17,4601,1,1,5,0,1,0
0,0,0,13,3108,1,0,3,0,0,0
0,0,0,13,4119,1,1,1,0,0,0
0,1,0,9,2195,0,1,5,0,0,0
1,1,0,17,1867,0,0,12,0,0,0
1,1,0,19,3287,0,0,4,0,0,0
0,1,0,8,87,3,1,10,0,1,0
1,0,0,13,2293,2,1,6,0,0,0
0,0,1,16,193,7,1,3,0,0,1
0,1,0,13,2694,0,1,3,0,0,0
1,1,0,14,1191,0,1,2,0,0,0
1,0,1,17,92,4,0,7,0,0,1
1,1,1,16,145,6,0,5,0,0,1
1,1,0,15,3005,1,0,9,0,0,0
0,1,0,7,1314,1,1,5,0,1,0
0,1,0,5,1402,1,1,3,0,0,0
0,1,1,8,457,6,1,7,0,0,1
0,1,0,19,97,0,1,6,0,1,0
0,1,0,16,98,5,1,6,0,0,1
0,0,1,14,93,3,1,3,0,0,1
0,0,1,7,2875,2,1,3,0,0,1
0,0,1,14,88,0,1,8,0,0,1
0,0,0,13,45,0,1,7,1,0,1
0,0,1,12,1427,4,0,1,0,1,1
1,0,0,14,148,0,0,7,0,0,1
1,1,0,10,108,0,0,4,0,0,0
0,0,0,10,61,0,0,4,0,1,1
1,1,0,16,1511,1,0,3,0,0,0
0,0,0,13,131,0,1,12,0,1,0
1,1,0,8,4922,0,0,2,0,0,0
0,0,1,12,68,0,1,6,0,0,1
0,0,0,17,902,1,0,1,0,0,0
0,1,1,12,114,6,1,6,0,0,1
1,1,1,8,3479,1,1,12,0,1,0
0,1,1,9,59,7,1,3,1,0,1
0,1,1,17,117,2,1,3,0,0,1
1,0,0,13,565,2,1,12,0,1,0
0,1,1,17,140,0,1,5,0,0,1
0,1,0,8,104,1,1,3,0,1,0
0,0,0,5,129,0,0,9,0,0,0
0,0,0,14,4628,2,0,2,0,0,0
0,1,1,10,97,2,0,3,0,1,1
1,1,1,7,166,6,0,6,0,0,1
0,1,1,11,43,0,1,6,1,0,1
0,0,1,16,86,7,1,8,1,0,1
0,1,0,12,4245,0,1,11,0,1,0
0,0,0,15,136,2,1,12,0,1,0
0,1,1,12,68,3,1,7,0,0,1
0,1,0,15,3274,0,1,7,0,1,0
0,1,0,17,2464,2,1,11,0,0,0
0,1,0,10,1149,1,1,5,0,1,0
0,0,0,20,7,1,0,1,0,1,1
1,1,0,18,3590,1,1,6,0,0,0
0,0,0,9,382,2,0,11,0,0,0
1,0,0,15,872,2,1,8,0,0,0
0,0,0,5,116,1,0,1,0,0,0
1,1,0,14,2032,1,1,12,0,0,0
0,1,0,17,193,0,1,5,0,1,0
0,1,0,13,1358,1,1,5,0,0,0
1,1,1,11,33,6,0,5,0,0,1
0,0,1,15,64,0,1,4,0,0,1
0,1,0,14,182,0,1,5,0,1,0
0,0,1,14,4519,1,0,10,0,0,0
1,1,0,9,1983,0,1,11,0,0,0
1,1,0,14,170,1,0,3,0,0,0
1,1,0,8,1378,0,0,2,0,0,0
1,1,0,5,2200,2,1,9,0,0,0
0,0,1,8,10,2,0,6,0,0,1
0,0,1,13,150,2,0,5,0,0,1
0,0,1,10,127,2,1,5,0,0,1
1,1,1,16,26,4,0,2,0,0,1
0,0,1,12,94,2,0,8,0,0,1
1,0,0,17,815,2,1,11,0,1,0
1,1,0,7,4584,1,0,3,0,0,0
0,1,0,17,4997,0,1,6,0,1,0
0,1,0,19,4247,1,1,11,0,1,0
1,1,0,17,3449,0,0,3,0,0,0
0,1,0,19,2688,1,1,3,0,1,0
0,0,0,18,88,2,1,3,0,0,1
1,1,0,8,2590,1,0,3,0,0,0
0,0,0,12,1361,1,1,3,0,0,0
1,0,1,8,166,3,0,6,0,0,1
1,1,1,11,174,6,0,5,0,0,1
0,0,1,18,457,3,0,3,0,0,1
0,0,0,17,3737,1,0,2,0,0,0
1,0,1,7,107,3,0,5,0,0,1
0,1,1,10,54,3,1,9,1,0,1
1,1,0,8,3332,0,1,13,0,1,0
0,0,1,16,156,6,1,1,0,0,1
1,1,0,7,114,0,1,2,0,0,0
0,0,1,7,55,0,1,1,1,0,1
1,1,0,15,3662,1,0,2,0,0,0
0,1,1,11,997,6,0,2,0,0,1
0,1,0,16,708,0,1,4,0,1,0
0,0,0,15,1072,3,1,7,0,0,1
1,0,0,18,2673,1,1,8,0,1,0
0,0,0,11,1864,1,1,2,0,0,0
1,1,0,11,3812,0,0,5,0,0,0
1,0,0,12,2790,0,1,9,0,1,0
0,1,1,8,52,0,1,8,0,0,1
0,0,0,7,2660,2,1,11,0,0,0
0,1,0,15,2624,0,1,6,0,1,0
0,1,0,16,2726,0,1,4,0,0,0
0,0,0,13,2703,0,1,3,0,0,0
1,0,1,19,49,5,0,5,0,0,1
1,1,1,14,1137,0,0,2,0,0,0
0,1,0,7,3944,0,1,5,0,1,0
0,1,0,6,129,5,0,1,0,0,1
0,1,0,10,1521,1,1,6,0,1,0
0,0,1,18,87,0,1,6,0,0,1
1,1,1,4,31,3,0,3,0,0,1
0,0,1,14,84,3,1,1,1,0,1
0,0,1,5,75,3,0,3,0,0,1
1,1,1,9,37,6,0,3,0,0,1
1,1,0,7,656,1,1,2,0,0,0
1,0,1,11,146,4,0,2,0,0,1
0,0,0,19,2275,0,0,2,0,0,0
0,1,0,10,2964,0,1,5,0,0,0
0,0,0,5,1631,3,0,5,1,0,1
0,1,0,6,190,0,1,5,0,0,0
0,1,0,15,914,1,1,3,0,1,0
0,0,1,14,95,0,1,3,0,0,1
0,1,0,13,1101,3,1,12,0,1,0
1,0,1,18,71,0,0,4,0,0,1
0,0,0,12,2579,1,1,10,0,1,0
1,1,0,16,232,1,1,8,0,1,0
0,1,0,18,2890,0,1,3,0,0,0
1,0,1,5,1942,5,0,5,0,0,1
0,1,0,4,2569,0,1,7,0,0,0
0,1,0,18,128,0,1,3,0,0,0
1,1,1,5,84,0,0,7,0,0,1
0,0,0,12,837,2,1,2,0,0,0
1,1,1,11,142,5,0,5,0,0,1
1,1,1,15,97,0,0,5,0,0,1
0,1,0,13,2796,1,1,11,0,0,0
0,0,0,11,76,0,0,4,0,1,1
0,0,1,5,5,7,1,9,1,0,1
1,1,1,16,121,3,0,2,0,0,1
0,1,1,9,130,5,1,7,0,0,1
0,1,1,5,2868,3,1,5,0,0,1
0,0,0,15,4692,1,0,3,0,0,0
0,1,0,8,137,4,1,3,0,0,1
0,0,0,7,1193,1,0,7,0,0,0
1,1,0,13,1628,0,0,2,0,0,0
1,1,0,15,1715,0,1,11,0,1,0
1,0,1,16,157,4,0,4,0,0,1
1,1,1,13,63,6,0,6,0,0,1
0,0,0,7,1253,0,0,3,0,0,0
0,0,0,15,136,3,0,7,0,0,1
0,0,1,4,47,2,1,3,0,0,1
0,1,0,7,14,1,1,4,0,0,0
1,1,0,7,3258,1,0,2,0,0,0
0,0,0,14,1452,0,0,8,0,0,0
0,0,0,9,3055,1,0,2,0,0,0
1,1,0,12,3005,3,0,3,0,0,0
1,1,0,11,2791,0,0,3,0,0,0
0,0,0,9,2725,1,0,2,0,0,0
1,1,0,10,4592,0,0,4,0,0,0
0,1,1,6,33,0,1,10,1,0,1
0,1,0,4,518,1,1,11,0,0,0
1,0,1,13,149,0,0,7,0,0,1
0,1,0,13,4458,3,1,5,0,1,0
0,1,0,5,4570,0,1,8,0,0,0
0,1,0,8,1976,0,1,6,0,1,0
1,1,0,13,2188,1,0,2,0,0,0
1,1,0,14,4915,1,1,3,0,0,0
0,1,0,8,2372,1,1,9,0,0,0
0,1,0,7,3775,0,1,5,0,0,0
1,1,0,7,3289,0,1,4,0,0,0
0,0,0,6,21,1,0,4,0,1,1
0,1,0,9,59,2,1,7,0,1,0
0,1,1,10,94,4,0,5,1,0,1
1,0,1,17,129,4,0,6,0,0,1
1,1,0,15,1517,2,0,4,0,0,1
0,1,0,20,2336,0,1,5,0,0,0
0,0,1,9,150,0,1,5,0,0,1
1,1,0,9,1597,2,1,11,0,0,0
1,1,1,19,35,6,0,7,0,0,1
0,1,0,17,1580,1,1,10,0,0,0
0,0,0,11,58,0,0,8,1,0,1
0,0,1,17,25,4,0,5,0,1,1
0,0,0,7,1041,0,0,2,0,0,0
1,1,0,18,183,1,0,4,0,0,0
0,0,0,11,735,0,0,1,0,0,0
1,1,0,11,102,0,0,4,0,0,0
0,0,1,4,2705,6,1,10,1,0,1
0,1,0,14,4802,1,1,3,0,1,0
1,0,1,16,120,2,0,6,0,0,1
0,1,1,16,106,2,0,2,0,1,1
0,0,0,13,3453,1,0,12,0,0,0
1,0,0,6,159,4,0,7,0,0,1
1,0,1,9,5,5,0,4,0,0,1
1,1,0,17,1490,1,1,7,0,0,0
0,1,1,8,60,5,1,4,1,0,1
0,0,1,18,96,2,0,2,0,1,1
1,1,0,10,4077,0,1,4,0,0,0
0,1,1,8,1878,6,0,6,0,0,1
1,1,0,16,2089,0,1,4,0,0,0
1,1,0,10,4709,0,0,11,0,0,0
1,1,0,17,1090,0,0,3,0,0,0
0,1,0,8,811,3,1,3,0,0,0
0,0,0,11,179,0,0,1,0,0,0
0,1,1,19,47,0,1,3,0,0,1
1,1,0,15,103,0,1,9,0,1,0
0,1,1,9,3874,1,1,3,0,1,0
0,1,0,18,3747,0,1,3,0,0,0
0,0,0,17,1448,0,1,1,0,0,0
0,1,0,7,4101,1,1,6,0,1,0
0,0,0,15,900,0,0,7,0,0,0
0,1,1,12,77,3,1,1,0,0,1
0,1,0,18,95,0,0,7,0,0,1
1,1,0,5,3328,1,1,12,0,0,0
0,0,0,9,2722,1,0,10,0,0,0
0,0,0,10,33,0,1,3,0,0,0
0,1,1,5,88,4,0,2,0,1,1
0,1,0,10,3056,1,1,4,0,0,0
1,1,0,14,1216,0,0,3,0,0,0
0,0,0,12,2355,1,0,1,0,0,0
1,0,1,17,54,3,0,5,0,0,1
1,1,1,13,164,3,0,3,0,0,1
0,0,1,12,161,4,0,3,0,0,1
1,1,1,18,740,2,0,5,0,0,1
1,1,0,13,4458,1,0,5,0,0,0
0,1,0,7,4463,1,1,4,0,1,0
0,1,0,12,80,0,0,5,0,1,1
1,1,0,11,14,1,0,7,0,0,0
1,1,0,18,90,0,0,2,0,0,0
0,0,0,14,3625,0,0,8,0,0,0
1,1,0,6,285,2,1,8,0,1,0
0,1,0,16,1915,1,1,5,0,0,0
0,0,0,10,4264,3,0,3,0,0,0
0,0,1,18,96,4,1,9,1,0,1
0,1,0,11,1130,0,1,5,0,1,0
0,0,0,14,141,0,1,8,0,0,1
0,1,1,4,1245,0,0,5,0,1,1
0,1,1,10,117,4,1,8,0,0,1
0,0,1,14,85,0,0,3,0,1,1
0,1,1,13,93,0,1,5,0,0,1
1,1,0,12,70,1,1,6,0,1,0
0,0,1,10,140,5,0,3,0,0,1
0,1,0,10,2346,1,1,6,0,0,0
0,0,0,10,101,1,1,1,0,0,1
0,1,0,10,2375,3,1,1,0,0,1
1,1,1,10,70,2,0,1,0,0,1
1,1,0,13,1772,1,1,4,0,0,0
0,0,0,20,1435,0,1,11,0,1,0
0,1,0,14,4889,0,1,6,0,1,0
0,0,0,13,82,1,1,2,0,0,0
0,0,1,8,62,3,1,3,1,0,1
1,0,0,15,2113,1,1,7,0,1,0
0,0,1,9,160,3,0,3,0,0,1
0,1,0,5,25,0,1,4,0,1,0
0,0,1,19,79,5,0,4,0,1,1
0,0,0,10,2265,0,1,14,0,0,0
0,0,0,13,2070,1,0,1,0,0,0
1,0,1,16,51,5,0,3,0,0,1
0,0,0,7,26,4,1,9,0,0,1
0,1,0,18,3775,1,1,6,0,1,0
0,1,0,9,1767,3,1,4,0,0,0
1,1,0,13,2135,1,1,3,0,0,0
1,1,0,5,1507,0,0,2,0,0,0
0,0,0,9,3055,1,0,2,0,0,0
0,1,1,7,1309,2,1,8,1,0,1
0,1,0,10,83,0,1,5,0,0,0
1,1,0,14,3219,0,1,6,0,0,0
0,0,0,9,3088,0,0,3,0,0,0
0,0,0,13,194,3,1,2,0,0,1
0,1,0,18,2315,1,1,9,0,1,0
0,0,1,16,39,4,0,5,1,0,1
0,1,1,14,50,4,0,2,0,1,1
1,1,0,12,4468,0,0,2,0,0,0
0,0,1,10,2719,1,0,5,0,1,1
0,1,0,7,1880,1,1,6,0,1,0
0,0,0,17,3568,1,1,11,0,1,0
0,1,0,18,4297,0,1,5,0,1,0
0,1,1,13,28,4,0,7,0,0,1
0,0,0,7,2051,1,0,3,0,0,0
0,0,0,14,2082,0,1,1,0,0,0
0,1,0,6,159,1,1,9,0,1,0
1,0,1,18,470,3,0,4,0,0,1
1,0,1,5,79,6,0,5,0,0,1
1,1,0,8,3984,1,0,2,0,0,0
0,0,1,17,102,5,0,5,0,1,1
0,0,1,13,32,5,1,7,1,0,1
0,0,0,9,1012,0,1,2,0,0,0
1,0,0,16,160,4,0,3,0,0,1
1,0,0,5,903,2,1,12,0,0,0
1,0,1,20,73,5,0,4,0,0,1
0,1,0,13,1803,0,1,5,0,0,0
0,1,0,6,3350,1,1,5,0,1,0
1,1,0,20,160,5,0,7,0,0,1
0,1,1,17,103,0,1,3,0,0,1
0,1,0,13,4537,1,1,5,0,0,0
0,0,0,13,1961,1,0,6,0,0,0
1,1,1,13,120,0,0,5,0,0,1
1,1,0,19,1500,3,1,9,0,0,0
0,1,1,14,71,4,0,8,1,0,1
0,0,1,16,57,5,1,5,0,0,1
0,1,0,17,1394,0,1,5,0,0,0
1,1,1,15,13,4,0,4,0,0,1
1,1,0,7,1600,1,0,11,0,0,0
1,0,1,9,132,4,0,4,0,0,1
0,0,0,8,2711,1,1,3,0,0,0
